action|action_type|disaster_type_title|disaster_type_detail|doc_page|doc_path|doc_title|doc_publisher|date_added|context_geography|context_usertype|notes
Try to keep fire-resistant trees such as aspen, poplar and birch, while spacing more flammable trees so that each individual crown is at least 3 to 6 metres apart.|risk avoidance|wildfire|Before Wildfire Disaster|5|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
To ensure years of protection, make sure you maintain your FireSmart Priority Zones.|risk avoidance|wildfire|Before Wildfire Disaster|6|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
Ensure your roof is free of combustible needles and leaves and there are no overhanging trees or branches that can provide fuel for airborne sparks and embers.|risk avoidance|wildfire|Before Wildfire Disaster|7|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
If you are designing your home, eliminate areas where firebrands (airborne sparks and embers) could accumulate and ignite siding, windowsills or trim.|risk avoidance|wildfire|Before Wildfire Disaster|7|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
Exterior siding should be fire-resistant and extend from ground level to the rooline.|risk avoidance|wildfire|Before Wildfire Disaster|7|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
Ensure eaves are closed in and screen all vents and soffits.|risk avoidance|wildfire|Before Wildfire Disaster|7|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
Keep areas under decks and porches clear of debris and sheath the undersides with fire-resistant material.|risk avoidance|wildfire|Before Wildfire Disaster|8|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
Be sure to remove flammable forest fuels within 10 metres of glazed window and door openings.|risk avoidance|wildfire|Before Wildfire Disaster|8|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
Tempered, thermal or smaller double-pane windows will provide far greater protection than single pane glass.|risk avoidance|wildfire|Before Wildfire Disaster|8|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
You can help prevent an accidental wildfire from starting by using FireSmart standards around your property.|risk avoidance|wildfire|Before Wildfire Disaster|10|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
Chimneys should be constructed to meet current building code requirements and have approved spark arrestors installed.|risk avoidance|wildfire|Before Wildfire Disaster|10|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
Burn barrels and fire pits should be located away from buildings and 3 metres away from other combustible material.|risk avoidance|wildfire|Before Wildfire Disaster|10|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
Always ensure your burn barrel has proper ventilation and is covered with a screen.|risk avoidance|wildfire|Before Wildfire Disaster|10|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
Never leave your burn barrel or !re pit unattended while it is in use.|risk avoidance|wildfire|Before Wildfire Disaster|10|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
For a safer method of disposal bring your debris to a local landfill site.|risk avoidance|wildfire|Before Wildfire Disaster|10|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
Vegetation should be cleared away from power lines, propane tanks and other fuel supplies.|risk avoidance|wildfire|Before Wildfire Disaster|10|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
Ensure your property has adequate emergency vehicle access and an on-site emergency water supply, such as a pond, tank, creek or lake.|risk avoidance|wildfire|Before Wildfire Disaster|10|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
Every home should have shovels, rakes, axes, garden hoses, sprinklers and ladders to assist in suppressing wildfires and protecting homes.|risk avoidance|wildfire|Before Wildfire Disaster|10|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
Contact utility companies for clearing of vegetation under overhead electrical installations.|risk avoidance|wildfire|Before Wildfire Disaster|10|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
Prune tree branches to a height of 2 metres or more.|risk avoidance|wildfire|Before Wildfire Disaster|11|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
Store fire wood 10 metres or more from the house (avoid downslope location).|risk avoidance|wildfire|Before Wildfire Disaster|11|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
Remove all trees, long grass, shrubs, logs, branches, twigs and needles within 10 metres of house.|risk avoidance|wildfire|Before Wildfire Disaster|11|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
Thin trees (with 3 to 6 metres between crowns) for at least 30 metres from the house.|risk avoidance|wildfire|Before Wildfire Disaster|11|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
Contact your utility company if trees or branches are not clear of power lines.|risk avoidance|wildfire|Before Wildfire Disaster|11|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
Grass within 10 metres of buildings should be mowed and watered.|risk avoidance|wildfire|Before Wildfire Disaster|11|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
Address, fire or lot number clearly signed for quick identification by fire service.|risk avoidance|wildfire|Before Wildfire Disaster|11|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
Driveway is wide enough to accommodate emergency vehicles.|risk avoidance|wildfire|Before Wildfire Disaster|11|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
Try to provide an alternate emergency access route to your property.|risk avoidance|wildfire|Before Wildfire Disaster|11|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
Pond or tank with emergency water supply.|risk avoidance|wildfire|Before Wildfire Disaster|11|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
A FireSmart burning barrel.|risk avoidance|wildfire|Before Wildfire Disaster|11|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
Driveway clear of trees to a distance of at least 3 or 4 metres.|risk avoidance|wildfire|Before Wildfire Disaster|11|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
Chimney installed to code complete with spark arrestor screens.|risk avoidance|wildfire|Before Wildfire Disaster|11|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
All eaves enclosed and screen all vents including soffits.|risk avoidance|wildfire|Before Wildfire Disaster|11|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
Undersides of balconies, decks and crawlspaces sheathed in with flame resistant materials.|risk avoidance|wildfire|Before Wildfire Disaster|11|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
Propane tanks located at least 10m from building -clear all vegetation within 3 metres.|risk avoidance|wildfire|Before Wildfire Disaster|11|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
Use only fire retardant roofing rated Class A, B or C and fire resistant exterior siding.|risk avoidance|wildfire|Before Wildfire Disaster|11|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
Solid shutters or metal firescreens will provide increased fire protection for windows and doors.|risk avoidance|wildfire|Before Wildfire Disaster|11|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
Do your own home and site hazard assessment|risk avoidance|wildfire|Before Wildfire Disaster|12|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
Assign yourself the indicated number of points for each assessment area|risk avoidance|wildfire|Before Wildfire Disaster|12|Actions\protect-your-home-from-wildfire.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
It is critical that homeowners talk to insurance agents and brokers to understand what types of damage is covered under their policy.|risk avoidance|storm|Before Snow and Ice Storm Disaster|4|Actions\protect-your-home-from-snow-ice-storms.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
Insurers can also identify common sources of damage in your subdivision that you should watch out for.|risk avoidance|storm|Before Snow and Ice Storm Disaster|4|Actions\protect-your-home-from-snow-ice-storms.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
Have a building inspector evaluate your home.|risk avoidance|storm|Before Snow and Ice Storm Disaster|4|Actions\protect-your-home-from-snow-ice-storms.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
Contacting your municipality is one way to find a good home inspector with knowledge on your area.|risk avoidance|storm|Before Snow and Ice Storm Disaster|4|Actions\protect-your-home-from-snow-ice-storms.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
The first step in preventing roof collapse is to determine whether your roof is susceptible to signi!cant snow or ice accumulation.|risk avoidance|storm|Before Snow and Ice Storm Disaster|5|Actions\protect-your-home-from-snow-ice-storms.pdf|Protect your home from Wildfire|The Institute for Catastrophic Loss Reduction|2019-10-09|any|citizen|
